;Masked_sentence;Right_answer;Wrong_answer;Filename;Delete;variants;Appropriate;Too bad;Too good;Consistent;In duplicate names
48139; Last one shows that in the sphere of Services there are 56% of male workers and there are 49% of female workers. The second table shows the data about employment by gender in Australia where females prefer to work in Services (the [MASK] is 88%) and male workers are mostly involved with Industry and Services. Overall, we can summarize the information in the tables.;figure;index;exam/Old_Exam2019/2019_ABu_177_1;0;['number', 'quantity', 'level', 'example', 'index', 'amount', 'personage', 'statue', 'soldier', 'portrait', 'bust', 'vase', 'hero', 'servant', 'trickster', 'sculptor', 'horseman', 'statuette', 'caricature', 'sculpture'];['number', 'quantity', 'level', 'index', 'amount'];['example', 'personage', 'statue', 'soldier', 'portrait', 'bust', 'vase', 'hero', 'servant', 'trickster', 'sculptor', 'horseman', 'statuette', 'caricature', 'sculpture'];[];True;False
75292; This means that the government also shouldn't influence the artists' way of life in such a way as ideological restrictions. On the other hand, artists are also citizens of a [MASK] country. It is clear that they , as everyone in this country, should have some political duties like taxing and so on.;specific;concrete;exam/Exam2014/2014_VKo_35_2;0;['concrete', 'particular', 'certain', 'relevant', 'common', 'precise', 'appropriate', 'different', 'unique', 'sensitive', 'functional', 'distinct', 'definite', 'similar', 'discrete', 'peculiar', 'varying', 'complementary', 'responsive', 'definable'];['concrete', 'precise', 'distinct', 'definite', 'discrete', 'peculiar'];['relevant', 'common', 'appropriate', 'different', 'unique', 'sensitive', 'functional', 'similar', 'varying', 'complementary', 'responsive', 'definable'];['particular', 'certain'];True;False
53275; They do many wild things and risk their lives. many people have headaches because they often use their phones for listening to music, when this music is very loud, people do not stop music and [MASK] they have headaches. In future we must spend a lot of time in our phones, TV, netbooks, and we will not have many problems with health, I hope.;then;next;exam/Exam2017/OBy_100-200/2017_OBy_199_2;0;['than', 'after', 'that', 'next', 'now', 'subsequently', 'finally', 'eventually', 'promptly', 'briefly', 'quickly', 'again', 'successively', 'swiftly', 'immediately', 'soon', 'once', 'afterwards', 'thereafter', 'meanwhile'];['after', 'next', 'successively'];['than', 'that', 'now', 'promptly', 'briefly', 'quickly', 'again', 'swiftly', 'immediately', 'once', 'meanwhile'];['subsequently', 'finally', 'eventually', 'soon', 'afterwards', 'thereafter'];True;False
101634; Furthermore, the consolidation might not have a positive effect on professional development because of the lack of correlation between the gender and the profession. Secondly, it is hard to imagine how universities would compel [MASK] to choose a particular subject. We must not overestimate the genuine idea of education.;applicants;alumni;exam/Exam2014/2014_TSha_7_2;0;['alumni', 'registrants', 'students', 'graduates', 'participants', 'enrollees', 'undergraduates', 'candidates', 'respondents', 'aspirants', 'individuals', 'jurors', 'employees', 'interns', 'nationals', 'learners', 'bidders', 'beneficiaries', 'buyers', 'admissions'];['alumni', 'registrants', 'graduates', 'participants', 'enrollees', 'interns', 'learners'];['respondents', 'aspirants', 'jurors', 'employees', 'nationals', 'bidders', 'beneficiaries', 'buyers', 'admissions'];['students', 'undergraduates', 'candidates', 'individuals'];True;False
65050; In this way, I would like to say that in our modern society and world people should respect each other and their work. One [MASK] to express our feelings is to pay some amount of money as gratitude and help in future development. Buying illegal pirate copies we encourage those who are criminals , and with these actions we make our society more vicious and give an awful example to our children and descendants.;way;the;exam/Exam2017/ABl/2017_ABl_47_2;0;['form', 'path', 'king', 'road', 'source', 'measure', 'manner', 'approach', 'kind', 'thing', 'predicament', 'hope', 'going', 'somehow', 'journey', 'mistake', 'situation', 'hurry', 'quest', 'excuse'];['form', 'manner', 'approach'];['path', 'king', 'road', 'source', 'measure', 'kind', 'thing', 'predicament', 'hope', 'going', 'somehow', 'journey', 'mistake', 'situation', 'hurry', 'quest', 'excuse'];[];True;False
102660; This essay will discuss both points of view. To begin with, some [MASK] allege that family has an immensely big impact on how a child grows. All the patterns and the outlook on life are taken by a baby from his family, and he acts alike his or her parents.;people;humankinds;exam/Old_Exam2019/2019_ABu_242_2;0;['persons', 'ones', 'humans', 'men', 'individuals', 'users', 'workers', 'citizens', 'adults', 'personalities', 'youths', 'residents', 'peoples', 'inhabitants', 'foreigners', 'villagers', 'schoolchildren', 'natives', 'civilians', 'families'];['persons', 'ones', 'humans', 'individuals', 'peoples'];['men', 'users', 'workers', 'citizens', 'adults', 'personalities', 'youths', 'residents', 'inhabitants', 'foreigners', 'villagers', 'schoolchildren', 'natives', 'civilians', 'families'];[];True;False
99534; But in Sweden the constant growth is predicted to continue , and at the end of the observation period there are going to be more people aged 65 and over than in the USA. However, Japan has its own changes in the proportion of population aged 65 and over. In Japan this index was approximately 5% in 1940, then it [MASK] down. But it began to grow in 2000s and is expected to continue till the end of the period.;fell;felt;exam/Exam2014/2014_TSha_5_1;0;['felt', 'slumped', 'jumped', 'slipped', 'fall', 'dropped', 'plunged', 'broke', 'surged', 'came', 'slid', 'drove', 'leapt', 'collapsed', 'leaped', 'stumbled', 'went', 'tumbled', 'succumbed', 'overtook'];['felt', 'jumped', 'slipped', 'dropped', 'broke', 'surged', 'came', 'slid', 'leapt', 'collapsed', 'leaped', 'stumbled'];['fall', 'drove', 'succumbed', 'overtook'];['slumped', 'plunged', 'went', 'tumbled'];True;False
71531; On the other hand, things which happen outside play a huge role in the child's future life. For instance, all children study at school where they [MASK] knowledge in different spheres of life , and after that they learn how to use it in real life. Moreover, they communicate with their peers and try to solve some issues with them alone, making some immensely prominent mistakes Delete which they learn.;gain;take;exam/Old_Exam2019/2019_ABu_243_2;0;['get', 'take', 'gaining', 'garner', 'obtain', 'regain', 'achieve', 'attain', 'earn', 'secure', 'lose', 'retain', 'attract', 'exert', 'receive', 'seek', 'wrest', 'leverage', 'boost', 'amass'];['get', 'take', 'achieve', 'attain', 'earn', 'secure', 'receive'];['gaining', 'regain', 'lose', 'retain', 'attract', 'exert', 'seek', 'wrest', 'leverage', 'boost'];['garner', 'obtain', 'amass'];True;False
158203; Secondly, in Australia the services sector is represented by female workers accounting for 88%, which is the highest figure in both tables. However, in the industrial sector male employees are predominant and [MASK] 32%. In the agriculture sector men and women account for 3% and 1%.;constitute;take;exam/Old_Exam2019/2019_ABu_210_1;0;['take', 'illustrate', 'comprise', 'belong', 'contain', 'consist', 'encompass', 'possess', 'entail', 'involve', 'require', 'correspond', 'pertain', 'imply', 'contribute', 'represent', 'specify', 'occupy', 'incur', 'generate'];['take', 'contain', 'encompass', 'possess', 'involve', 'imply', 'represent', 'occupy'];['illustrate', 'belong', 'consist', 'entail', 'require', 'correspond', 'pertain', 'contribute', 'specify', 'incur', 'generate'];['comprise'];True;False
82145; It is caused by illegal pirate copies. People who [MASK] music or films from the Internet, from pirates resources should be punished, instead a human who bougth the original version of entertainment. Is that right?;steal;theft;exam/Exam2017/DPe/2017_DPe_32_2;0;['bring', 'retrieve', 'rob', 'grab', 'destroy', 'smuggle', 'save', 'kill', 'collect', 'distract', 'hide', 'recover', 'seize', 'buy', 'locate', 'reclaim', 'get', 'uncover', 'thwart', 'apprehend'];['bring', 'rob', 'grab', 'smuggle', 'collect', 'recover', 'seize', 'reclaim'];['destroy', 'save', 'kill', 'distract', 'hide', 'buy', 'locate', 'uncover', 'thwart', 'apprehend'];['retrieve', 'get'];True;False
163852; The biggest difference was shown in 2000 in South Asia where the number of girls without access to primary education was doubled compared to boys. Generally, African countries occupy the leading position by the [MASK] of boys and girls who were not able to get education. The most dramatic change was in South Asia where the number of children without access to primary education was reduced in three times.;number;quantity;exam/Exam2016/2016_ZEv_30_1;0;['amount', 'quantity', 'level', 'part', 'value', 'member', 'count', 'rate', 'proportion', 'mark', 'category', 'portion', 'quality', 'mount', 'population', 'multitude', 'handful', 'variety', 'multiplicity', 'myriad'];['amount', 'quantity', 'part', 'count', 'rate', 'portion', 'multiplicity'];['level', 'value', 'member', 'mark', 'category', 'quality', 'mount', 'population', 'handful', 'variety', 'myriad'];['proportion', 'multitude'];True;False
160556; Firstly, this solution limits levels of discrimination. It can [MASK] the number of sexist stereotypes that chemistry or political economy are preferred mostly by male students. Secondly, this decision can help more students of both sexes to broad their minds and find interest in those subjects they didn't expect to be interesting ones.;decrease;increase;exam/Exam2014/2014_EEm_35_2;0;['increase', 'fall', 'reduce', 'decline', 'falling', 'reduction', 'diminish', 'lessen', 'excess', 'lessening', 'minimize', 'lowering', 'induce', 'variability', 'disruption', 'maximize', 'affect', 'depletion', 'incidence', 'inhibit'];['decline', 'affect'];['increase', 'fall', 'falling', 'reduction', 'excess', 'lessening', 'lowering', 'induce', 'variability', 'disruption', 'maximize', 'depletion', 'incidence', 'inhibit'];['reduce', 'diminish', 'lessen', 'minimize'];True;False
154863; In today's world this law is unlikely to be followed, and it is rather upsetting. Taking everything into consideration, it can be concluded that the best way to address this issue of pirate copies is to find the middle ground between punishments and common wishes to [MASK] music and films.;enjoy;love;exam/Exam2017/DPe/2017_DPe_21_2;0;['love', 'appreciate', 'admire', 'entertain', 'deserve', 'aspire', 'indulge', 'expect', 'contemplate', 'feel', 'want', 'cherish', 'socialize', 'crave', 'prefer', 'relish', 'get', 'partake', 'relax', 'afford'];['love', 'admire', 'contemplate', 'cherish', 'relish', 'get'];['entertain', 'deserve', 'aspire', 'indulge', 'expect', 'feel', 'want', 'socialize', 'crave', 'prefer', 'partake', 'relax', 'afford'];['appreciate'];True;False
45811; To sum it all up, I still follow the idea of putting the citizens of the country on the first place by its government. Without any doubt, it is important to support other countries during an unstable period , however, governments need to nurture their own [MASK] in wealth and appropriate conditions. Otherwise, great uprisings might appear in the country because people are not pleased with what they get from the government.;citizens;people;exam/Old_Exam2019/2019_ABu_48_2;0;['natives', 'consumers', 'residents', 'nationals', 'foreigners', 'persons', 'diplomats', 'taxpayers', 'refugees', 'immigrants', 'migrants', 'youths', 'inhabitants', 'individuals', 'schoolchildren', 'civilians', 'students', 'soldiers', 'patriots', 'believers'];['natives', 'residents', 'nationals', 'persons', 'inhabitants', 'individuals', 'civilians'];['consumers', 'foreigners', 'diplomats', 'taxpayers', 'refugees', 'immigrants', 'migrants', 'youths', 'schoolchildren', 'students', 'soldiers', 'patriots', 'believers'];[];True;False
148945; Overall, it can be seen that average temperatures in Russia tend to increase and fall dramatically over the year, while in Brazil they are almost consistent . To provide more detail, in Yakutsk the lowest records are [MASK] in winter and dip to -40°C. The graph reaches a peak in July (just over 20°C) and then decreases sharply. In Rio de Janeiro, by contrast, the average maximum temperatures are in winter (30°C).;registered;noticeable;exam/Exam2017/ESa_1-69/2017_ESa_28_1;0;['considered', 'chartered', 'certified', 'recognised', 'listed', 'designated', 'domiciled', 'enrolled', 'accredited', 'allocated', 'approved', 'logged', 'counted', 'established', 'audited', 'verified', 'identified', 'affiliated', 'classified', 'classed'];['recognised', 'listed', 'allocated', 'established', 'verified', 'identified'];['considered', 'chartered', 'certified', 'designated', 'domiciled', 'enrolled', 'accredited', 'approved', 'logged', 'counted', 'audited', 'affiliated', 'classified', 'classed'];[];True;False
152775; Laws and provided punishments should be used by officials against producers of pirate files. in spite of financial losses of official producers of media content, the government can [MASK] restrictions only on products of pirate information and not on users. In addition, the government may be able to find punishments and methods of pirate's identification in the future.;impose;do;exam/Exam2017/ABl/2017_ABl_44_2;0;['put', 'make', 'enforce', 'apply', 'enact', 'abolish', 'exert', 'implement', 'uphold', 'restrict', 'incur', 'declare', 'levy', 'adhere', 'establish', 'justify', 'legislate', 'oppose', 'dictate', 'rescind'];['make', 'enact', 'exert', 'declare', 'levy', 'establish', 'legislate'];['abolish', 'uphold', 'restrict', 'incur', 'adhere', 'justify', 'oppose', 'dictate', 'rescind'];['put', 'enforce', 'apply', 'implement'];True;False
66435; That is why we import some food from other countries. But in Russia the situation is [MASK]. We import almost every product.;different;else;exam/Exam2017/OBy_100-200/2017_OBy_127_2;0;['various', 'difficult', 'distinctive', 'opposite', 'distinct', 'particular', 'varying', 'diverse', 'separate', 'disparate', 'myriad', 'certain', 'multiple', 'specific', 'similar', 'dissimilar', 'divergent', 'unique', 'complementary', 'heterogeneous'];['various', 'distinctive', 'opposite', 'distinct', 'particular', 'diverse', 'separate', 'divergent'];['difficult', 'varying', 'myriad', 'certain', 'multiple', 'similar', 'unique', 'complementary', 'heterogeneous'];['disparate', 'specific', 'dissimilar'];True;False
134088; In contrast, minimum temperatures in Brazil can drop from 25 degrees in January to approximately 15 degrees in July and then rise to about 20 degrees in December. Speaking about Yakutsk, Russia, it can be noticed from the second graph that maximum temperatures show a steady upward trend increasing from [MASK] minus 40 degrees in January to approximately plus 30 degrees in July, with a following dramatic decrease to about minus 40 degrees in December. Similarly, minimum temperatures rise from minus 40 degrees in January to plus 10 in July, demonstrating a five-time increase, and then fall back to minus 40 degrees in December.;nearly;namely;exam/Exam2017/EGe_200-272/2017_EGe_218_1;0;['around', 'namely', 'almost', 'virtually', 'roughly', 'practically', 'upwards', 'barely', 'more', 'least', 'exactly', 'less', 'essentially', 'just', 'completely', 'totally', 'mostly', 'many', 'basically', 'seemingly'];['namely', 'virtually', 'practically', 'just'];['upwards', 'barely', 'more', 'least', 'exactly', 'less', 'essentially', 'completely', 'totally', 'mostly', 'many', 'basically', 'seemingly'];['around', 'almost', 'roughly'];True;False
77717; Let us consider it. Let us start with the point of view that governments should ignore this situation and the [MASK] of flights should remain steady. There are a lot of advantages.;number;amount;exam/Exam2016/2016_MTsy_8_2;0;['amount', 'quantity', 'level', 'part', 'value', 'member', 'count', 'rate', 'proportion', 'mark', 'category', 'portion', 'quality', 'mount', 'population', 'multitude', 'handful', 'variety', 'multiplicity', 'myriad'];['amount', 'quantity', 'level', 'count', 'rate', 'proportion', 'multitude', 'multiplicity'];['part', 'value', 'member', 'mark', 'category', 'portion', 'quality', 'mount', 'population', 'handful', 'variety', 'myriad'];[];True;False
120146; People say that increasing the number of sports facilities would have little effect on public health and that other measures are required. They say that sport is not so important and it can't affect the public health, but this is not [MASK]. For hundreds of years people do sports.;true;truth;exam/Exam2014/2014_KKo_8_2;0;['truth', 'accurate', 'genuine', 'false', 'greatness', 'truly', 'truthful', 'identity', 'essence', 'ultimate', 'believable', 'pure', 'real', 'love', 'uniqueness', 'innocence', 'knowing', 'plausible', 'paradoxical', 'sincerity'];['truth', 'accurate', 'genuine', 'truly', 'truthful', 'real'];['false', 'greatness', 'identity', 'essence', 'ultimate', 'believable', 'pure', 'love', 'uniqueness', 'innocence', 'knowing', 'plausible', 'paradoxical', 'sincerity'];[];True;False
104386;Nowadays there is one of the most popular and serious topics - global warming and chemical pollution of our planet. Every year the [MASK] of such problems is being increased. That's because the governments suggest various solutions, for example, to minimize the number of business and leisure air travels.;number;amount;exam/Exam2016/2016_ZEv_28_2;0;['amount', 'quantity', 'level', 'part', 'value', 'member', 'count', 'rate', 'proportion', 'mark', 'category', 'portion', 'quality', 'mount', 'population', 'multitude', 'handful', 'variety', 'multiplicity', 'myriad'];['amount', 'quantity', 'count', 'portion', 'multitude', 'multiplicity'];['level', 'part', 'value', 'member', 'rate', 'proportion', 'mark', 'category', 'quality', 'mount', 'population', 'handful', 'variety', 'myriad'];[];True;False
82379; The differences between two columns are 0,7%. The last two [MASK] show us the case of South Asia. Two columns are completely equal.;columns;graphs;exam/Exam2017/ABl/2017_ABl_37_1;0;['graphs', 'arches', 'pillars', 'piers', 'spandrels', 'friezes', 'balconies', 'buttresses', 'porches', 'pinnacles', 'parapets', 'capitals', 'rows', 'windows', 'beams', 'stairways', 'doorways', 'facades', 'alcoves', 'skylights'];['graphs'];['arches', 'pillars', 'piers', 'spandrels', 'friezes', 'balconies', 'buttresses', 'porches', 'pinnacles', 'parapets', 'capitals', 'rows', 'windows', 'beams', 'stairways', 'doorways', 'facades', 'alcoves', 'skylights'];[];True;False
153675; So, the national population usually becomes poor and unemployed. In conclusion, I want to add that this burning question is very hard and has to be researched more, but in this case there are more disadvantages because people and businesses of a country should be more competitive and developed, but MNCs [MASK] this opportunity away.;take;move;exam/Exam2020/Task_2_Essays_919_1896/2020_MLa_1155_2;0;['make', 'drink', 'get', 'move', 'share', 'go', 'taking', 'give', 'relinquish', 'hold', 'bring', 'assume', 'send', 'accept', 'leave', 'entrust', 'undertake', 'carry', 'keep', 'deliver'];['get', 'move', 'hold', 'bring', 'send', 'carry'];['make', 'drink', 'share', 'go', 'taking', 'give', 'relinquish', 'assume', 'accept', 'leave', 'entrust', 'undertake', 'deliver'];['keep'];True;False
138436;7 minutes). Just in one case women's group of age had more time [MASK] sport than men, it is the 55-64 age group and the difference is bigger by 2.7 minutes than men in its group had.;doing;of goind;exam/Exam2020/Task_2_Essays_919_1896/2020_MLa_1397_1;0;['making', 'for', 'getting', 'pursuing', 'accomplishing', 'happening', 'performing', 'going', 'enjoying', 'seeing', 'undertaking', 'indulging', 'engaging', 'watching', 'trying', 'hurting', 'talking', 'practicing', 'fooling', 'putting'];['making', 'getting', 'pursuing', 'performing', 'going', 'undertaking'];['for', 'accomplishing', 'happening', 'seeing', 'indulging', 'engaging', 'watching', 'trying', 'hurting', 'talking', 'fooling', 'putting'];['enjoying', 'practicing'];True;False
73447; The decreasing unemployment in Latin America is a good example for developing countries. To conclude, according to this chart, the problem of unemployment all over the world is not really [MASK] because the main trend is positive.;acute;sharp;exam/Exam2017/NMya_1-108/2017_NMya_77_1;0;['sharp', 'chronic', 'symptomatic', 'febrile', 'respiratory', 'eosinophilic', 'pulmonary', 'renal', 'myeloid', 'neonatal', 'ocular', 'rheumatic', 'incurable', 'palliative', 'neurological', 'myocardial', 'urinary', 'pleural', 'recurrent', 'diabetic'];['sharp', 'incurable'];['chronic', 'symptomatic', 'febrile', 'respiratory', 'eosinophilic', 'pulmonary', 'renal', 'myeloid', 'neonatal', 'ocular', 'rheumatic', 'palliative', 'neurological', 'myocardial', 'urinary', 'pleural', 'recurrent', 'diabetic'];[];True;False
160682; Low discipline in schools tends to result in poor behaviour. The pupils who are not controlled properly might imagine that they are allowed to do inappropriate things(such as bullying other classmates) and never set punished for them That is why it is my strong opinion that behaviour problems should be solved first of all by [MASK] discipline. Another reason for the problem is misunderstanding in many families which can lead to disastrous consequences.;improving;repairing;exam/Old_Exam2014/2014_ZEv_5_2;0;['repairing', 'enhancing', 'reducing', 'strengthening', 'boosting', 'maintaining', 'optimizing', 'increasing', 'bettering', 'alleviating', 'furthering', 'modernizing', 'fostering', 'facilitating', 'ensuring', 'expanding', 'maximizing', 'developing', 'lowering', 'promoting'];['repairing', 'enhancing', 'strengthening', 'boosting', 'optimizing', 'increasing', 'bettering', 'facilitating', 'expanding', 'maximizing'];['reducing', 'alleviating', 'modernizing', 'lowering'];['maintaining', 'furthering', 'fostering', 'ensuring', 'developing', 'promoting'];True;False
42611;Nowadays many people talk about food production. Some people think that it's better to only produce a country's own [MASK] and make import account for the least part of food in the country. Let's consider some pros and cons of it.;food;meal;exam/Exam2017/ESa_1-69/2017_ESa_31_2;0;['meal', 'goal', 'seafood', 'meat', 'nutrition', 'beverage', 'bread', 'vegetable', 'gourmet', 'poultry', 'snack', 'drink', 'milk', 'rice', 'coffee', 'eating', 'cooking', 'vegetarian', 'sustenance', 'cereal'];['meal', 'nutrition', 'eating', 'sustenance'];['goal', 'seafood', 'meat', 'beverage', 'bread', 'vegetable', 'gourmet', 'poultry', 'snack', 'drink', 'milk', 'rice', 'coffee', 'cooking', 'vegetarian', 'cereal'];[];True;False
